price,production_year,mileage,fuel_type,mark,model,fiscal_power
88000,2010.0,9999,Diesel,Renault,Kangoo,6
58000,1995.0,9999,Diesel,Renault,19,7
163000,2007.0,189999,Diesel,Mercedes-Benz,Classe C,6
76000,2011.0,159999,Diesel,Renault,Kangoo,6
28000,1999.0,129999,Diesel,Fiat,Palio,6
65000,2010.0,129999,Essence,Toyota,Yaris,6
155000,2017.0,14999,Diesel,Renault,Clio,6
60000,1994.0,179999,Diesel,Volkswagen,Vento,8
71000,2003.0,189999,Diesel,Volkswagen,GOLF 4,8
105000,2008.0,4999,Diesel,Volkswagen,Passat,6
62000,2003.0,169999,Diesel,Renault,Clio,6
113000,2014.0,149999,Diesel,Hyundai,Accent,6
58000,2012.0,189999,Essence,Renault,Symbol,6
85000,2009.0,179999,Diesel,Citroen,C4,6
140000,2012.0,199999,Diesel,BMW,Serie 3,6
53000,2000.0,29999,Diesel,Renault,Megane,6
58000,2007.0,19999,Essence,Peugeot,207,6
77000,2008.0,24999,Diesel,Renault,Kangoo,6
51000,2005.0,24999,Essence,Honda,Accord,6
160000,2011.0,159999,Diesel,Volkswagen,Amarok,6
95000,2010.0,109999,Diesel,Hyundai,i 30,6
30500,1996.0,249999,Diesel,Fiat,Uno,7
155000,2012.0,159999,Diesel,Volkswagen,Passat,6
58000,2011.0,249999,Diesel,Peugeot,Partner,6
143000,2015.0,69999,Diesel,Ssangyong,Korando,6
65000,1996.0,249999,Diesel,Mercedes-Benz,250,6
35000,1995.0,109999,Diesel,Renault,NEVADA,6
38000,2006.0,249999,Essence,Hyundai,Atos Prime,6
60000,1999.0,299999,Diesel,Audi,A3,6
67000,2008.0,179999,Diesel,Renault,Kangoo,7
89000,2014.0,94999,Diesel,Dacia,Dokker,6
150000,2009.0,169999,Diesel,BMW,Serie 3,6
33000,2000.0,24999,Essence,Peugeot,205,6
95000,2005.0,4999,Diesel,BMW,Serie 3,6
51000,2001.0,149999,Diesel,Peugeot,307,6
60000,2007.0,109999,Diesel,Citroen,Berlingo,6
113000,2010.0,109999,Diesel,Hyundai,i 30,6
55000,2005.0,139999,Diesel,Hyundai,Accent,6
100000,2015.0,74999,Diesel,Dacia,Sandero,6
80000,2010.0,129999,Essence,Mazda,3,8
175000,2009.0,159999,Diesel,Mercedes-Benz,220,6
65000,2005.0,189999,Diesel,Opel,Astra,6
85000,2013.0,94999,Essence,Honda,Jazz,6
89000,2006.0,249999,Diesel,Volkswagen,Passat,6
50000,1995.0,299999,Diesel,Renault,19,6
67000,2011.0,149999,Diesel,Suzuki,Grand Vitara,8
290000,2015.0,54999,Diesel,Volkswagen,Tiguan,6
135000,2009.0,249999,Diesel,Audi,A6,6
165000,2006.0,249999,Diesel,Land Rover,Range Rover Sport,6
65000,2008.0,129999,Diesel,Citroen,C3,6
155000,2010.0,169999,Diesel,Volkswagen,GOLF 6,6
150000,2012.0,44999,Essence,Peugeot,308,6
90000,2015.0,44999,Diesel,Fiat,Doblo,6
44000,2008.0,189999,Essence,Peugeot,206 SW,6
53000,2005.0,139999,Essence,Volkswagen,Polo,6
50000,1996.0,29999,Diesel,Renault,19,6
48000,2008.0,179999,Essence,Hyundai,Accent,6
29500,1997.0,299999,Essence,Mitsubishi,lancer,6
125000,2011.0,139999,Diesel,Peugeot,Boxer,9
243000,2013.0,119999,Diesel,Volkswagen,GOLF 7,8
85000,2012.0,109999,Diesel,Dacia,Sandero,6
19000,1992.0,19999,Essence,Fiat,Uno,6
110000,2016.0,119999,Diesel,Peugeot,308,6
67000,2007.0,199999,Diesel,Renault,Megane,6
25000,1991.0,54999,Diesel,Peugeot,205,6
50000,2007.0,129999,Essence,Kia,Picanto,6
149000,2014.0,39999,Diesel,Chevrolet,Cruze,8
115000,2008.0,199999,Diesel,Honda,Accord,6
88000,2015.0,64999,Diesel,Ford,Fiesta,6
105000,2011.0,139999,Diesel,Peugeot,308,6
115000,2014.0,94999,Diesel,Volkswagen,Polo,5
107000,2013.0,109999,Diesel,Peugeot,Tepee,6
43000,2004.0,19999,Essence,Renault,Clio,6
210000,2016.0,119999,Diesel,Skoda,Octavia,6
125000,2014.0,69999,Diesel,Renault,Kangoo,6
90000,1992.0,44999,Diesel,Mercedes-Benz,190,6
52000,2009.0,109999,Essence,Kia,Picanto,6
28000,2000.0,64999,Essence,Renault,19,6
145000,2012.0,129999,Diesel,Volkswagen,Passat,8
30000,1996.0,34999,Essence,Mitsubishi,lancer,6
148000,2015.0,29999,Diesel,Renault,Clio,7
63000,2008.0,9999,Diesel,Dacia,Logan,6
70000,2011.0,199999,Diesel,Citroen,Berlingo,6
112000,2007.0,149999,Diesel,Hyundai,Santa Fe,6
120000,2008.0,149999,Diesel,BMW,Serie 1,6
50000,2010.0,119999,Essence,Kia,Picanto,6
25000,2003.0,79999,Essence,Daewoo,Lanos,6
45000,2006.0,159999,Essence,Peugeot,407,11
30000,2008.0,94999,Essence,Suzuki,Alto,6
220000,2016.0,19999,Diesel,Volkswagen,Passat,6
162000,2009.0,199999,Diesel,Mercedes-Benz,220,9
55000,1996.0,34999,Diesel,Renault,EXPRESS,7
82000,2013.0,89999,Diesel,Dacia,Logan,6
145000,2015.0,159999,Diesel,Volkswagen,GOLF 6,6
24000,2016.0,4999,Essence,BMW,CABRIOLET,6
120000,2008.0,299999,Diesel,Hyundai,Santa Fe,6
115000,2003.0,249999,Diesel,Mercedes-Benz,220,6
78000,2006.0,149999,Diesel,Peugeot,407,6
110000,2014.0,44999,Diesel,Fiat,500,6
102000,2012.0,119999,Diesel,Renault,Fluence,6
105000,2014.0,64999,Diesel,Dacia,Sandero,6
60000,2003.0,199999,Essence,Suzuki,WAGON R,6
116000,2017.0,9999,Diesel,Dacia,Logan,6
55000,2002.0,129999,Diesel,Renault,Scenic,6
220000,2013.0,119999,Diesel,Ford,Kuga,6
95000,2012.0,199999,Diesel,Peugeot,Tepee,6
28500,1991.0,249999,Essence,Rover,75,6
114000,2015.0,79999,Diesel,Ford,Fiesta,6
530000,2007.0,129999,Essence,Honda,Accord,6
72000,2008.0,249999,Diesel,Renault,Kangoo,7
43000,2006.0,159999,Essence,Dacia,Logan,6
158000,2013.0,169999,Diesel,Hyundai,i 40,6
62000,2003.0,349999,Diesel,Peugeot,307 SW,6
55000,2004.0,299999,Diesel,Renault,Megane,6
85000,2009.0,129999,Diesel,Peugeot,207,6
50000,2003.0,19999,Diesel,Volkswagen,Gol,6
40000,1995.0,199999,Diesel,Renault,Laguna,9
75000,2003.0,159999,Diesel,Mercedes-Benz,Classe CLK,11
220000,2016.0,54999,Diesel,Seat,Leon,8
97000,2014.0,64999,Diesel,Peugeot,208,6
62000,2006.0,249999,Diesel,Dacia,Logan,6
100000,2008.0,189999,Diesel,Hyundai,Santa Fe,6
59000,2012.0,169999,Essence,Hyundai,i 10,6
80000,2008.0,159999,Essence,Citroen,C5,10
85000,2016.0,49999,Diesel,Dacia,Dokker,6
88000,2014.0,149999,Essence,Ford,Fiesta,6
85000,2006.0,179999,Diesel,Renault,Espace,6
120000,2010.0,299999,Diesel,Hyundai,Santa Fe,6
49000,2007.0,4999,Diesel,Fiat,Punto,6
63000,2005.0,299999,Diesel,Renault,Kangoo,6
40000,2008.0,14999,Essence,BYD,F3,6
58000,2009.0,149999,Essence,Dacia,Sandero,6
78000,2009.0,249999,Diesel,Renault,Kangoo,7
49000,2001.0,24999,Diesel,Peugeot,306,7
135000,2006.0,169999,Diesel,Volkswagen,Touareg,6
64000,2004.0,249999,Diesel,Renault,Clio,6
50000,2003.0,24999,Diesel,Citroen,XSARA,6
95000,2010.0,159999,Diesel,Renault,Fluence,6
65000,2013.0,169999,Essence,Renault,Clio,6
72000,2008.0,149999,Essence,Seat,Leon,6
209000,2010.0,159999,Diesel,Audi,Q5,6
85000,2013.0,149999,Diesel,Citroen,Berlingo,6
309000,2009.0,54999,Essence,Audi,S5,6
162000,2007.0,249999,Diesel,Audi,Q7,6
47000,2009.0,129999,Essence,Dacia,Logan,8
46000,2001.0,179999,Diesel,Peugeot,206,7
58000,2002.0,249999,Diesel,Fiat,Doblo,8
75000,2013.0,4999,Diesel,Fiat,Punto,6
37000,2002.0,139999,Essence,Fiat,Palio,6
215000,2014.0,129999,Diesel,Volvo,XC60,6
149000,2011.0,139999,Diesel,Audi,A6,6
108000,2009.0,129999,Diesel,Citroen,C5,8
150000,2006.0,149999,Diesel,Land Rover,Range Rover,6
50000,1999.0,4999,Diesel,Peugeot,406,6
269000,2013.0,119999,Diesel,Audi,Q3,6
133000,2005.0,149999,Diesel,BMW,Serie 5,10
65000,1995.0,99999,Diesel,Renault,R19,6
110000,2013.0,94999,Diesel,Peugeot,Tepee,7
91000,2004.0,249999,Diesel,Volkswagen,GOLF 5,6
273000,2014.0,84999,Diesel,BMW,SERIE 3 GT,6
179000,2010.0,159999,Diesel,Audi,A6,6
209000,2010.0,169999,Diesel,Audi,A5,6
38000,1994.0,299999,Diesel,Volkswagen,Vento,6
75000,2002.0,249999,Diesel,Volkswagen,GOLF 4,6
56000,2009.0,149999,Essence,Hyundai,Accent,8
63000,2007.0,199999,Diesel,Seat,Cordoba,8
50000,2007.0,249999,Essence,Kia,Picanto,6
85000,2008.0,349999,Diesel,Toyota,RAV 4,6
200000,2013.0,89999,Diesel,Mercedes-Benz,Classe A,9
209000,2017.0,44999,Diesel,Alfa Romeo,Giulietta,6
155000,2013.0,139999,Diesel,Alfa Romeo,Giulietta,6
60000,2004.0,349999,Diesel,Renault,Megane,5
139000,2010.0,89999,Essence,Audi,A5,6
52000,2006.0,299999,Diesel,Hyundai,Accent,6
87000,2014.0,74999,Diesel,Fiat,Doblo,6
72000,2001.0,169999,Diesel,Renault,Scenic,6
240000,2011.0,109999,Diesel,Mercedes-Benz,220,6
55000,2002.0,4999,Diesel,Citroen,Berlingo,6
318000,2014.0,54999,Diesel,BMW,Serie 4,8
68000,1996.0,249999,Diesel,Mercedes-Benz,250,10
249000,2013.0,109999,Diesel,Audi,A4,6
112000,2009.0,199999,Diesel,Volkswagen,Passat,8
66000,1995.0,349999,Diesel,Mercedes-Benz,220,6
215000,2013.0,94999,Diesel,Ford,Ranger,6
79000,2009.0,249999,Diesel,Volkswagen,GOLF 4,6
48000,2002.0,14999,Essence,Renault,Laguna,6
248000,2017.0,24999,Diesel,Ford,Kuga,6
140000,2006.0,94999,Diesel,Mercedes-Benz,other,9
120000,2012.0,89999,Diesel,Dacia,Duster,7
70000,2000.0,44999,Diesel,Volkswagen,Golf,6
44000,2006.0,19999,Essence,Peugeot,407,11
110000,2017.0,19999,Diesel,Dacia,Logan,6
37000,2009.0,4999,Essence,Changhe,Ideal,6
58000,2003.0,249999,Diesel,Citroen,Xsara Picasso,6
140000,2014.0,119999,Diesel,Volkswagen,GOLF 7,6
78000,2015.0,74999,Diesel,Fiat,Doblo,5
132000,2015.0,54999,Diesel,Dacia,Duster,6
20000,1993.0,74999,Essence,Peugeot,405,6
76000,2013.0,89999,Essence,Peugeot,301,6
165000,2013.0,119999,Diesel,Opel,Astra,7
134000,2015.0,119999,Diesel,Ssangyong,Korando,6
45000,1994.0,299999,Diesel,Peugeot,306,6
90000,2007.0,139999,Diesel,Ssangyong,STAVIC,11
85000,2015.0,64999,Essence,Toyota,Yaris,6
54000,2007.0,149999,Essence,Volkswagen,Fox,6
65000,2005.0,99999,Essence,Honda,Jazz,6
63000,2003.0,139999,Essence,Peugeot,307,6
38000,2005.0,199999,Essence,Fiat,Palio,6
265000,2013.0,129999,Diesel,BMW,Serie 3,8
51000,1997.0,9999,Diesel,Renault,Megane,7
64000,2006.0,199999,Diesel,Dacia,Logan,6
119000,2011.0,129999,Diesel,Renault,Megane,6
220000,2013.0,109999,Diesel,Audi,A4,8
90000,1999.0,4999,Diesel,Toyota,Hilux,10
118000,2009.0,79999,Diesel,Citroen,C5,6
80000,2013.0,74999,Diesel,Suzuki,SX4,6
87000,1993.0,129999,Diesel,Land Rover,Defender,9
690000,2016.0,64999,Diesel,Land Rover,Range Rover,12
60000,2007.0,149999,Essence,Nissan,Murano,6
45000,2005.0,129999,Essence,Chevrolet,Optra,8
58000,2009.0,199999,Essence,Renault,Clio,7
250000,2001.0,24999,Essence,Fiat,Uno,6
220000,2013.0,109999,Diesel,Volkswagen,Touareg,6
31000,1996.0,159999,Essence,Seat,Cordoba,6
63000,2003.0,139999,Essence,Peugeot,307,6
760000,1991.0,299999,Diesel,Mercedes-Benz,190,10
49000,2007.0,189999,Essence,Dacia,Logan,6
90000,2014.0,119999,Diesel,Dacia,Dokker,6
77000,2006.0,199999,Diesel,Honda,Accord,6
50000,2013.0,24999,Diesel,Dacia,Logan,6
55000,2010.0,84999,Essence,Hyundai,Accent,6
82000,2014.0,84999,Diesel,Fiat,Punto,5
60000,1995.0,299999,Diesel,Volkswagen,GOLF 3,8
12700,2011.0,99999,Diesel,Peugeot,Tepee,6
19000,1997.0,14999,Essence,Mitsubishi,lancer,6
190000,2016.0,34999,Diesel,Skoda,Yeti,6
110000,2008.0,74999,Essence,mini,cooper,9
125000,2013.0,89999,Diesel,Renault,Kangoo,6
300000,2017.0,9999,Diesel,Renault,TALISMAN,6
165000,2012.0,129999,Diesel,Land Rover,Freelander,8
215000,2017.0,9999,Diesel,Volkswagen,GOLF 7,6
205000,2014.0,79999,Diesel,Ford,Kuga,8
98000,2012.0,94999,Diesel,Renault,Fluence,6
300000,2014.0,84999,Diesel,Jeep,Grand Cherokee,12
250000,2011.0,129999,Diesel,Volkswagen,Touareg,12
64000,2007.0,189999,Diesel,Ford,other,7
630000,2015.0,84999,Diesel,Land Rover,Range Rover,12
33500,2000.0,249999,Essence,Fiat,Siena,7
125000,2011.0,169999,Diesel,Nissan,Qashqai,6
49000,2008.0,179999,Essence,Hyundai,i 10,6
110000,2013.0,109999,Diesel,Renault,Megane,6
145000,2010.0,54999,Essence,Honda,other,16
30000,2007.0,249999,Essence,Hyundai,Atos,6
105000,2011.0,139999,Diesel,Dacia,Duster,6
35000,2007.0,84999,Essence,Chery,QQ,6
78000,2007.0,249999,Diesel,Honda,Accord,6
62000,2004.0,249999,Diesel,Ford,Focus,7
107500,2006.0,249999,Diesel,Volkswagen,Caddy,6
165000,2014.0,24999,Diesel,Opel,Astra,6
78000,2009.0,149999,Diesel,Renault,Kangoo,6
70000,2015.0,129999,Essence,Dacia,Duster,6
163000,2014.0,84999,Diesel,Alfa Romeo,Giulietta,6
72000,2013.0,84999,Essence,Peugeot,301,7
78000,2006.0,189999,Diesel,Toyota,RAV 4,8
84000,1999.0,299999,Diesel,Mercedes-Benz,220,9
37000,2010.0,169999,Essence,Suzuki,Alto,6
120000,2012.0,109999,Diesel,Peugeot,308,6
140000,2014.0,159999,Diesel,Volkswagen,GOLF 7,6
19000,1999.0,24999,Essence,Daewoo,Matiz,6
110000,2014.0,84999,Diesel,Renault,Clio,6
52000,2002.0,199999,Diesel,Citroen,C5,8
163000,2012.0,139999,Diesel,Volkswagen,Golf,6
165000,2012.0,94999,Diesel,Volkswagen,Jetta,8
68000,2014.0,89999,Essence,Renault,Clio,7
55000,2004.0,189999,Essence,Renault,Laguna,6
49000,2006.0,149999,Essence,Kia,Picanto,6
32000,2001.0,149999,Essence,Fiat,Siena,6
70000,2013.0,39999,Essence,Citroen,C1,5
88000,2008.0,169999,Diesel,Toyota,Corolla,6
128000,2016.0,29999,Diesel,Peugeot,Tepee,6
19000,2010.0,169999,Essence,Renault,R9,6
215000,2014.0,64999,Diesel,Audi,A3,6
116000,2008.0,199999,Diesel,Toyota,RAV 4,9
55000,2007.0,349999,Diesel,Dacia,Logan,6
28000,1994.0,29999,Essence,Peugeot,306,8
67000,2002.0,249999,Diesel,Renault,Clio,6
59000,2006.0,249999,Diesel,Hyundai,Accent,6
135000,2010.0,189999,Diesel,Honda,Accord,9
47000,2007.0,169999,Essence,Chevrolet,Optra,6
28000,1992.0,249999,Essence,Renault,19,6
75000,2012.0,139999,Diesel,Dacia,Logan,6
110000,2008.0,24999,Diesel,Volkswagen,GOLF 5,6
27000,1996.0,129999,Essence,Fiat,Uno,6
35000,1992.0,299999,Essence,BMW,Serie 3,6
53000,2003.0,119999,Diesel,Peugeot,607,6
38000,1998.0,34999,Diesel,Citroen,XSARA,8
37000,2004.0,14999,Diesel,Fiat,Palio,7
190000,2016.0,34999,Diesel,Skoda,Yeti,6
58000,2001.0,34999,Diesel,Renault,Megane,7
53000,2010.0,139999,Essence,Dacia,Sandero,6
49000,2003.0,69999,Diesel,Fiat,Palio,6
46000,1993.0,169999,Diesel,Volkswagen,GOLF 3,8
115000,2012.0,129999,Diesel,Skoda,Octavia,6
55000,2007.0,94999,Essence,Kia,Picanto,6
76000,2000.0,249999,Diesel,Volkswagen,GOLF 4,6
129000,2016.0,54999,Diesel,Dacia,Duster,6
48000,1994.0,249999,Diesel,Renault,R19,6
96000,2015.0,59999,Essence,Ford,Fiesta,6
69000,2011.0,34999,Essence,Renault,Clio,6
48000,2007.0,299999,Essence,Renault,Clio,7
116000,2013.0,109999,Diesel,Dacia,Duster,6
58000,2013.0,199999,Essence,Peugeot,301,7
120000,2006.0,189999,Diesel,Volkswagen,GOLF 5,8
68000,2009.0,159999,Diesel,Peugeot,206,6
84000,2012.0,9999,Diesel,Renault,Symbol,6
120000,2013.0,199999,Diesel,Volkswagen,Caddy,6
59000,2004.0,119999,Essence,Suzuki,Grand Vitara,6
125000,2008.0,119999,Diesel,Volkswagen,Touareg,11
75000,2011.0,79999,Diesel,Peugeot,206,6
152000,2016.0,39999,Diesel,Citroen,Berlingo,6
43000,2008.0,179999,Essence,Dacia,Logan,8
60000,2012.0,119999,Essence,Chevrolet,Spark,6
16000,2001.0,299999,Essence,Suzuki,BALENO,6
59000,2012.0,139999,Essence,Hyundai,i 10,6
133000,2015.0,74999,Diesel,Dacia,Duster,6
73000,2014.0,89999,Essence,Renault,Clio,7
66000,2015.0,64999,Essence,Suzuki,Celerio,6
122000,2013.0,129999,Diesel,Citroen,Berlingo,6
38000,1998.0,299999,Diesel,Fiat,Palio,6
38000,1998.0,159999,Diesel,Volkswagen,Polo,8
65000,2002.0,99999,Diesel,BMW,Serie 3,6
129000,2013.0,159999,Diesel,Volkswagen,Caddy,6
152000,2014.0,99999,Diesel,Peugeot,308,6
80000,2012.0,129999,Diesel,Peugeot,Partner,6
45000,2013.0,199999,Essence,Citroen,Xsara Picasso,6
63500,1992.0,39999,Diesel,Mercedes-Benz,190,6
40000,2002.0,199999,Diesel,Citroen,XSARA,6
190000,2016.0,34999,Diesel,Skoda,Yeti,6
33000,1994.0,24999,Diesel,Peugeot,309,6
60000,2005.0,249999,Diesel,Citroen,C3,6
70000,2003.0,34999,Diesel,Renault,Megane,6
67000,2012.0,69999,Essence,Dodge,Avenger,11
55000,2000.0,64999,Essence,Renault,Megane,6
55000,1993.0,19999,Diesel,Renault,19,6
47000,2001.0,299999,Diesel,Peugeot,206,6
47000,2008.0,139999,Essence,Ford,Fiesta,6
27000,1999.0,179999,Essence,Honda,PRELUDE,6
58000,1998.0,39999,Diesel,Toyota,RUNNER,6
43000,2002.0,79999,Essence,Peugeot,206,6
36000,2003.0,4999,Diesel,Fiat,Palio,6
73000,2015.0,59999,Essence,Hyundai,i 10,6
70000,2010.0,119999,Diesel,Peugeot,207,6
72000,2011.0,169999,Diesel,Peugeot,Partner,7
87000,2003.0,199999,Diesel,Renault,Laguna,6
138000,2013.0,139999,Diesel,Opel,Insignia,8
120000,2008.0,199999,Diesel,Seat,Leon,8
65000,2011.0,139999,Essence,Peugeot,207,8
139000,2005.0,129999,Diesel,Mercedes-Benz,220,9
115000,2004.0,199999,Diesel,Mercedes-Benz,Classe C,8
53000,2008.0,109999,Essence,Renault,Clio,6
30000,1996.0,129999,Essence,Fiat,Uno,6
25000,1993.0,299999,Essence,Renault,Clio,6
280000,2014.0,79999,Diesel,Land Rover,Range Rover Sport,12
88000,2011.0,69999,Essence,Volkswagen,Polo,6
95000,2011.0,44999,Diesel,Opel,Corsa,6
57000,2005.0,79999,Essence,Peugeot,206,6
50000,2011.0,199999,Essence,Peugeot,107,6
142000,2013.0,69999,Diesel,Mitsubishi,L200,10
88000,2001.0,199999,Diesel,Mercedes-Benz,Classe C,6
68000,2004.0,349999,Diesel,Toyota,Avensis,6
33000,1999.0,4999,Essence,Honda,CR-V,6
90000,2004.0,169999,Diesel,Volkswagen,GOLF 5,6
85000,2003.0,249999,Diesel,Mitsubishi,pick up,10
45000,1999.0,249999,Diesel,Peugeot,306,6
102000,2012.0,109999,Diesel,Peugeot,Tepee,6
115000,2000.0,109999,Diesel,Mercedes-Benz,207D,6
93000,2015.0,84999,Diesel,Dacia,Dokker,6
85000,2012.0,64999,Essence,Ford,Fiesta,6
40000,2000.0,109999,Essence,Renault,Clio,4
230000,2013.0,129999,Diesel,Volkswagen,GOLF 7,6
62000,2010.0,79999,Essence,Suzuki,Swift,6
53000,2003.0,349999,Diesel,Peugeot,307,6
92000,2007.0,149999,Diesel,Fiat,Ducato,6
127000,2011.0,129999,Diesel,Nissan,Qashqai,6
70000,2013.0,189999,Diesel,Dacia,Logan,6
115000,2016.0,19999,Diesel,Peugeot,Tepee,6
37000,2001.0,119999,Diesel,Volkswagen,GOLF 3,6
39000,2007.0,34999,Essence,Dacia,Logan,6
79000,2013.0,89999,Essence,Peugeot,308,8
45000,2002.0,19999,Essence,Audi,A4,6
48000,2002.0,299999,Diesel,Peugeot,307,8
99000,2014.0,109999,Diesel,Peugeot,208,6
49000,2013.0,19999,Essence,Dacia,Sandero,6
42000,2003.0,29999,Diesel,Fiat,Palio,6
93000,2009.0,159999,Diesel,Renault,Megane,6
220000,2010.0,159999,Diesel,Audi,Q5,6
20000,1999.0,24999,Essence,Daewoo,Matiz,6
73000,2014.0,94999,Diesel,Dacia,Dokker,6
55000,2012.0,79999,Essence,Suzuki,Celerio,6
69000,2010.0,159999,Diesel,Dacia,Logan,6
430000,2011.0,74999,Diesel,Mercedes-Benz,Classe CLS,6
34000,2000.0,189999,Essence,Fiat,Palio,6
13000,2006.0,199999,Diesel,Mercedes-Benz,Classe CLS,6
165000,2014.0,189999,Diesel,Volkswagen,Tiguan,6
78000,2009.0,299999,Diesel,Citroen,C4,6
140000,2013.0,74999,Diesel,Citroen,Berlingo,6
28000,2005.0,149999,Essence,Citroen,C5,6
87000,2013.0,99999,Diesel,Citroen,C3,6
145000,2008.0,159999,Diesel,Volkswagen,Touareg,11
50000,2002.0,249999,Diesel,BMW,Serie 5,6
100000,2008.0,24999,Diesel,Kia,Carens,8
98000,2008.0,249999,Diesel,Peugeot,Boxer,6
160000,2016.0,39999,Diesel,Peugeot,308,6
81000,2008.0,119999,Essence,Honda,Civic,10
77000,2009.0,189999,Diesel,Renault,Kangoo,6
36000,1999.0,249999,Essence,Honda,Civic,6
42000,2005.0,199999,Essence,Dacia,Logan,7
115000,2011.0,199999,Diesel,Peugeot,508,6
70000,2000.0,84999,Diesel,Fiat,Doblo,6
78000,2010.0,149999,Diesel,Renault,Kangoo,6
139000,2012.0,199999,Diesel,Toyota,Hilux,6
65000,2006.0,99999,Diesel,Volkswagen,Polo,6
70000,2012.0,24999,Diesel,Fiat,Doblo,6
77000,2008.0,139999,Diesel,Ford,Fiesta,6
240000,2013.0,199999,Diesel,Volkswagen,Tiguan,9
27000,1996.0,129999,Diesel,Fiat,Uno,7
56000,1998.0,4999,Diesel,Renault,EXPRESS,6
82000,2007.0,199999,Diesel,Ford,Focus,6
470000,2004.0,189999,Essence,Honda,Accord,6
110000,2010.0,139999,Diesel,Opel,Insignia,6
48000,2013.0,4999,Diesel,Dacia,Logan,6
92000,2010.0,119999,Diesel,Peugeot,308,6
46000,2008.0,79999,Essence,Hyundai,Atos Prime,6
95000,2014.0,74999,Diesel,Citroen,C-Elysée,6
88000,2011.0,109999,Diesel,Peugeot,308,6
120000,2009.0,159999,Diesel,Nissan,X-Trail,6
138000,2013.0,99999,Diesel,Opel,Astra,6
50000,2002.0,189999,Essence,Peugeot,307,6
179000,2013.0,139999,Diesel,Honda,Accord,8
36000,2007.0,99999,Essence,Chevrolet,Captiva,6
115000,1995.0,9999,Diesel,Volkswagen,TRANSPORTER,6
56000,2002.0,349999,Diesel,Citroen,Berlingo,7
64000,2013.0,119999,Essence,Renault,Clio,6
110000,2010.0,249999,Diesel,Citroen,C5,8
124000,2013.0,94999,Diesel,Dacia,Duster,6
235000,2014.0,109999,Diesel,Volkswagen,GOLF 7,6
50000,2008.0,139999,Essence,Honda,City,6
59000,2010.0,129999,Essence,Hyundai,Accent,6
40000,2007.0,249999,Essence,Peugeot,206,6
50000,1992.0,169999,Diesel,Volkswagen,GOLF 3,8
112000,2016.0,29999,Diesel,Dacia,Logan,6
40000,1995.0,189999,Essence,Renault,19,8
57000,2003.0,179999,Essence,Toyota,Corolla,7
53000,2001.0,149999,Diesel,Peugeot,306,6
27000,2007.0,99999,Essence,Suzuki,Alto,6
67000,2012.0,109999,Diesel,Peugeot,Bipper,6
48500,2002.0,249999,Diesel,Citroen,XSARA,7
60000,2009.0,19999,Diesel,Dacia,Logan,6
98000,2013.0,109999,Diesel,Renault,Clio,6
65000,2009.0,189999,Diesel,Hyundai,Accent,6
114000,2014.0,74999,Diesel,Ford,Fiesta,6
124000,2014.0,69999,Diesel,Citroen,C4,6
32500,2007.0,84999,Essence,Chery,QQ,6
69000,2013.0,159999,Diesel,Fiat,Doblo,6
48500,2002.0,249999,Diesel,Citroen,XSARA,7
28000,2003.0,94999,Diesel,Fiat,Uno,6
50000,1994.0,299999,Diesel,Renault,R19,6
47000,2004.0,179999,Diesel,Citroen,XSARA,7
340000,2012.0,109999,Diesel,Land Rover,Range Rover,12
27000,1994.0,4999,Diesel,Fiat,Uno,7
32000,2008.0,39999,Essence,Fiat,Punto,6
630000,2017.0,14999,Diesel,Land Rover,Range Rover Sport,6
250000,2009.0,19999,Diesel,BMW,X6,6
67000,2007.0,149999,Essence,Volkswagen,Polo,6
148000,2011.0,139999,Diesel,Peugeot,308,6
34000,2003.0,39999,Essence,Renault,Clio,6
35000,2001.0,189999,Essence,Fiat,Palio,6
175000,2009.0,139999,Diesel,Volkswagen,Tiguan,6
59000,2012.0,9999,Essence,Hyundai,i 10,6
130000,2017.0,24999,Diesel,Ford,Fiesta,7
67000,2008.0,249999,Diesel,Kia,Cerato,6
48000,2003.0,109999,Essence,Honda,Jazz,6
96000,2014.0,94999,Diesel,Peugeot,208,6
177000,2017.0,14999,Diesel,Fiat,TIPO,6
70000,2010.0,99999,Essence,Toyota,Yaris,6
36500,2008.0,54999,Essence,Volkswagen,Gol,6
120000,2017.0,9999,Essence,Volkswagen,Polo,6
24000,1994.0,249999,Essence,Peugeot,309,6
94000,2004.0,179999,Diesel,Volkswagen,GOLF 5,6
67000,2007.0,119999,Essence,Renault,Modus,6
325000,2015.0,109999,Diesel,Mercedes-Benz,Classe CLA,6
79000,2010.0,129999,Essence,Opel,Astra,6
50000,2002.0,159999,Essence,Renault,Clio,6
128500,2015.0,94999,Diesel,Peugeot,308,6
230000,2014.0,54999,Diesel,Audi,A3,6
102000,2012.0,159999,Diesel,Citroen,C4,6
50000,2002.0,9999,Diesel,Peugeot,Partner,6
73000,2006.0,249999,Diesel,Kia,Sorento,6
112000,2014.0,54999,Diesel,Seat,Ibiza,6
53000,2007.0,189999,Diesel,Dacia,Logan,6
360000,2014.0,69999,Diesel,Mercedes-Benz,Classe GLA,6
115000,2011.0,109999,Diesel,Renault,Scenic,6
62000,2008.0,249999,Diesel,Dacia,Logan,6
79500,2011.0,99999,Diesel,Citroen,C3,6
48000,2005.0,4999,Essence,Toyota,Yaris,6
89000,2014.0,149999,Diesel,Dacia,Dokker,6
